#Supernova light curve model based on Arnett & Fu ApJ 340, 396 (1989)
#
#Inital model parameters
#R0 = 9.5e+12 cm
#Mej = 0.075 M_sol
#MNi = 0 M_sol
#Eth = 1.2e+49 erg
#Ekin = 4e+50 erg
#Trec = 0 K
#kappa = 0.34 cm^2/g
#a = 0 
#s = 2 
#Ep = 0 erg
#tp= 0 d
#Ag = 1e+10 d^2
#
#Calaculated physical properties 
#v = 34796.8 km/s
#rho0 = 1.18003e-07 g/cm^3
#td = 426.046 d
#th = 0.0315988 d
#t0 = 5.18894 d
#
#t/day    Lsn    logLsn     Ldiff      Lrec 	  xi 
0.000000 3.25995e+41 41.5132 3.25995e+41 -0 1 
0.115741 3.25744e+41 41.5129 3.25744e+41 -0 1 
0.231481 3.2517e+41 41.5121 3.2517e+41 -0 1 
0.347222 3.24274e+41 41.5109 3.24274e+41 -0 1 
0.462963 3.23059e+41 41.5093 3.23059e+41 -0 1 
0.578704 3.21528e+41 41.5072 3.21528e+41 -0 1 
0.694444 3.19687e+41 41.5047 3.19687e+41 -0 1 
0.810185 3.17539e+41 41.5018 3.17539e+41 -0 1 
0.925926 3.15093e+41 41.4984 3.15093e+41 -0 1 
1.041667 3.12354e+41 41.4946 3.12354e+41 -0 1 
1.157407 3.09331e+41 41.4904 3.09331e+41 -0 1 
1.273148 3.06033e+41 41.4858 3.06033e+41 -0 1 
1.388889 3.02469e+41 41.4807 3.02469e+41 -0 1 
1.504630 2.98649e+41 41.4752 2.98649e+41 -0 1 
1.620370 2.94584e+41 41.4692 2.94584e+41 -0 1 
1.736111 2.90285e+41 41.4628 2.90285e+41 -0 1 
1.851852 2.85765e+41 41.456 2.85765e+41 -0 1 
1.967593 2.81035e+41 41.4488 2.81035e+41 -0 1 
2.083333 2.76108e+41 41.4411 2.76108e+41 -0 1 
2.199074 2.70999e+41 41.433 2.70999e+41 -0 1 
2.314815 2.65719e+41 41.4244 2.65719e+41 -0 1 
2.430556 2.60283e+41 41.4154 2.60283e+41 -0 1 
2.546296 2.54704e+41 41.406 2.54704e+41 -0 1 
2.662037 2.48997e+41 41.3962 2.48997e+41 -0 1 
2.777778 2.43176e+41 41.3859 2.43176e+41 -0 1 
2.893519 2.37255e+41 41.3752 2.37255e+41 -0 1 
3.009259 2.31248e+41 41.3641 2.31248e+41 -0 1 
3.125000 2.25169e+41 41.3525 2.25169e+41 -0 1 
3.240741 2.19031e+41 41.3405 2.19031e+41 -0 1 
3.356481 2.12849e+41 41.3281 2.12849e+41 -0 1 
3.472222 2.06636e+41 41.3152 2.06636e+41 -0 1 
3.587963 2.00405e+41 41.3019 2.00405e+41 -0 1 
3.703704 1.94168e+41 41.2882 1.94168e+41 -0 1 
3.819444 1.87938e+41 41.274 1.87938e+41 -0 1 
3.935185 1.81727e+41 41.2594 1.81727e+41 -0 1 
4.050926 1.75547e+41 41.2444 1.75547e+41 -0 1 
4.166667 1.69408e+41 41.2289 1.69408e+41 -0 1 
4.282407 1.63321e+41 41.213 1.63321e+41 -0 1 
4.398148 1.57296e+41 41.1967 1.57296e+41 -0 1 
4.513889 1.51343e+41 41.18 1.51343e+41 -0 1 
4.629630 1.45471e+41 41.1628 1.45471e+41 -0 1 
4.745370 1.39687e+41 41.1452 1.39687e+41 -0 1 
4.861111 1.34e+41 41.1271 1.34e+41 -0 1 
4.976852 1.28416e+41 41.1086 1.28416e+41 -0 1 
5.092593 1.22943e+41 41.0897 1.22943e+41 -0 1 
5.208333 1.17586e+41 41.0704 1.17586e+41 -0 1 
5.324074 1.1235e+41 41.0506 1.1235e+41 -0 1 
5.439815 1.07241e+41 41.0304 1.07241e+41 -0 1 
5.555556 1.02262e+41 41.0097 1.02262e+41 -0 1 
5.671296 9.7418e+40 40.9886 9.7418e+40 -0 1 
5.787037 9.27108e+40 40.9671 9.27108e+40 -0 1 
5.902778 8.81432e+40 40.9452 8.81432e+40 -0 1 
6.018519 8.37173e+40 40.9228 8.37173e+40 -0 1 
6.134259 7.94346e+40 40.9 7.94346e+40 -0 1 
6.250000 7.5296e+40 40.8768 7.5296e+40 -0 1 
6.365741 7.13021e+40 40.8531 7.13021e+40 -0 1 
6.481481 6.74528e+40 40.829 6.74528e+40 -0 1 
6.597222 6.37479e+40 40.8045 6.37479e+40 -0 1 
6.712963 6.01865e+40 40.7795 6.01865e+40 -0 1 
6.828704 5.67677e+40 40.7541 5.67677e+40 -0 1 
6.944444 5.34897e+40 40.7283 5.34897e+40 -0 1 
7.060185 5.03509e+40 40.702 5.03509e+40 -0 1 
7.175926 4.73492e+40 40.6753 4.73492e+40 -0 1 
7.291667 4.44821e+40 40.6482 4.44821e+40 -0 1 
7.407407 4.17471e+40 40.6206 4.17471e+40 -0 1 
7.523148 3.91413e+40 40.5926 3.91413e+40 -0 1 
7.638889 3.66616e+40 40.5642 3.66616e+40 -0 1 
7.754630 3.43049e+40 40.5354 3.43049e+40 -0 1 
7.870370 3.20677e+40 40.5061 3.20677e+40 -0 1 
7.986111 2.99466e+40 40.4763 2.99466e+40 -0 1 
8.101852 2.7938e+40 40.4462 2.7938e+40 -0 1 
8.217593 2.60382e+40 40.4156 2.60382e+40 -0 1 
8.333333 2.42435e+40 40.3846 2.42435e+40 -0 1 
8.449074 2.255e+40 40.3531 2.255e+40 -0 1 
8.564815 2.0954e+40 40.3213 2.0954e+40 -0 1 
8.680556 1.94515e+40 40.289 1.94515e+40 -0 1 
8.796296 1.80388e+40 40.2562 1.80388e+40 -0 1 
8.912037 1.67121e+40 40.223 1.67121e+40 -0 1 
9.027778 1.54676e+40 40.1894 1.54676e+40 -0 1 
9.143519 1.43015e+40 40.1554 1.43015e+40 -0 1 
9.259259 1.32101e+40 40.1209 1.32101e+40 -0 1 
9.375000 1.21899e+40 40.086 1.21899e+40 -0 1 
9.490741 1.12373e+40 40.0507 1.12373e+40 -0 1 
9.606481 1.03489e+40 40.0149 1.03489e+40 -0 1 
9.722222 9.52119e+39 39.9787 9.52119e+39 -0 1 
9.837963 8.75099e+39 39.9421 8.75099e+39 -0 1 
9.953704 8.03509e+39 39.905 8.03509e+39 -0 1 
10.069444 7.37042e+39 39.8675 7.37042e+39 -0 1 
10.185185 6.75401e+39 39.8296 6.75401e+39 -0 1 
10.300926 6.18299e+39 39.7912 6.18299e+39 -0 1 
10.416667 5.65462e+39 39.7524 5.65462e+39 -0 1 
10.532407 5.16626e+39 39.7132 5.16626e+39 -0 1 
10.648148 4.71539e+39 39.6735 4.71539e+39 -0 1 
10.763889 4.29958e+39 39.6334 4.29958e+39 -0 1 
10.879630 3.91654e+39 39.5929 3.91654e+39 -0 1 
10.995370 3.56407e+39 39.5519 3.56407e+39 -0 1 
11.111111 3.2401e+39 39.5106 3.2401e+39 -0 1 
11.226852 2.94265e+39 39.4687 2.94265e+39 -0 1 
11.342593 2.66985e+39 39.4265 2.66985e+39 -0 1 
11.458333 2.41993e+39 39.3838 2.41993e+39 -0 1 
11.574074 2.19122e+39 39.3407 2.19122e+39 -0 1 
11.689815 1.98215e+39 39.2971 1.98215e+39 -0 1 
11.805556 1.79125e+39 39.2532 1.79125e+39 -0 1 
11.921296 1.61712e+39 39.2087 1.61712e+39 -0 1 
12.037037 1.45847e+39 39.1639 1.45847e+39 -0 1 
12.152778 1.31408e+39 39.1186 1.31408e+39 -0 1 
12.268519 1.1828e+39 39.0729 1.1828e+39 -0 1 
12.384259 1.06358e+39 39.0268 1.06358e+39 -0 1 
12.500000 9.55425e+38 38.9802 9.55425e+38 -0 1 
12.615741 8.57415e+38 38.9332 8.57415e+38 -0 1 
12.731481 7.68693e+38 38.8858 7.68693e+38 -0 1 
12.847222 6.88467e+38 38.8379 6.88467e+38 -0 1 
12.962963 6.16e+38 38.7896 6.16e+38 -0 1 
13.078704 5.50613e+38 38.7408 5.50613e+38 -0 1 
13.194444 4.91677e+38 38.6917 4.91677e+38 -0 1 
13.310185 4.38613e+38 38.6421 4.38613e+38 -0 1 
13.425926 3.90886e+38 38.5921 3.90886e+38 -0 1 
13.541667 3.48007e+38 38.5416 3.48007e+38 -0 1 
13.657407 3.09523e+38 38.4907 3.09523e+38 -0 1 
13.773148 2.75021e+38 38.4394 2.75021e+38 -0 1 
13.888889 2.44122e+38 38.3876 2.44122e+38 -0 1 
14.004630 2.16478e+38 38.3354 2.16478e+38 -0 1 
14.120370 1.91775e+38 38.2828 1.91775e+38 -0 1 
14.236111 1.69721e+38 38.2297 1.69721e+38 -0 1 
14.351852 1.50054e+38 38.1762 1.50054e+38 -0 1 
14.467593 1.32534e+38 38.1223 1.32534e+38 -0 1 
14.583333 1.16943e+38 38.068 1.16943e+38 -0 1 
14.699074 1.03084e+38 38.0132 1.03084e+38 -0 1 
14.814815 9.07766e+37 37.958 9.07766e+37 -0 1 
14.930556 7.98593e+37 37.9023 7.98593e+37 -0 1 
15.046296 7.0185e+37 37.8462 7.0185e+37 -0 1 
15.162037 6.16214e+37 37.7897 6.16214e+37 -0 1 
15.277778 5.40488e+37 37.7328 5.40488e+37 -0 1 
15.393519 4.73597e+37 37.6754 4.73597e+37 -0 1 
15.509259 4.14572e+37 37.6176 4.14572e+37 -0 1 
15.625000 3.62542e+37 37.5594 3.62542e+37 -0 1 
15.740741 3.16727e+37 37.5007 3.16727e+37 -0 1 
15.856481 2.76426e+37 37.4416 2.76426e+37 -0 1 
15.972222 2.41013e+37 37.382 2.41013e+37 -0 1 
16.087963 2.09928e+37 37.3221 2.09928e+37 -0 1 
16.203704 1.8267e+37 37.2617 1.8267e+37 -0 1 
16.319444 1.58794e+37 37.2008 1.58794e+37 -0 1 
16.435185 1.37901e+37 37.1396 1.37901e+37 -0 1 
16.550926 1.19638e+37 37.0779 1.19638e+37 -0 1 
16.666667 1.0369e+37 37.0157 1.0369e+37 -0 1 
16.782407 8.9779e+36 36.9532 8.9779e+36 -0 1 
16.898148 7.76568e+36 36.8902 7.76568e+36 -0 1 
17.013889 6.71046e+36 36.8268 6.71046e+36 -0 1 
17.129630 5.79286e+36 36.7629 5.79286e+36 -0 1 
17.245370 4.99576e+36 36.6986 4.99576e+36 -0 1 
17.361111 4.30405e+36 36.6339 4.30405e+36 -0 1 
17.476852 3.70443e+36 36.5687 3.70443e+36 -0 1 
17.592593 3.18518e+36 36.5031 3.18518e+36 -0 1 
17.708333 2.73598e+36 36.4371 2.73598e+36 -0 1 
17.824074 2.3478e+36 36.3707 2.3478e+36 -0 1 
17.939815 2.01269e+36 36.3038 2.01269e+36 -0 1 
18.055556 1.72369e+36 36.2365 1.72369e+36 -0 1 
18.171296 1.47473e+36 36.1687 1.47473e+36 -0 1 
18.287037 1.26046e+36 36.1005 1.26046e+36 -0 1 
18.402778 1.07626e+36 36.0319 1.07626e+36 -0 1 
18.518519 9.18063e+35 35.9629 9.18063e+35 -0 1 
18.634259 7.82339e+35 35.8934 7.82339e+35 -0 1 
18.750000 6.66017e+35 35.8235 6.66017e+35 -0 1 
18.865741 5.66427e+35 35.7531 5.66427e+35 -0 1 
18.981481 4.81249e+35 35.6824 4.81249e+35 -0 1 
19.097222 4.08474e+35 35.6112 4.08474e+35 -0 1 
19.212963 3.46359e+35 35.5395 3.46359e+35 -0 1 
19.328704 2.93397e+35 35.4675 2.93397e+35 -0 1 
19.444444 2.48287e+35 35.395 2.48287e+35 -0 1 
19.560185 2.09903e+35 35.322 2.09903e+35 -0 1 
19.675926 1.77277e+35 35.2487 1.77277e+35 -0 1 
19.791667 1.49573e+35 35.1749 1.49573e+35 -0 1 
19.907407 1.26073e+35 35.1006 1.26073e+35 -0 1 
20.023148 1.0616e+35 35.026 1.0616e+35 -0 1 
20.138889 8.93027e+34 34.9509 8.93027e+34 -0 1 
20.254630 7.50476e+34 34.8753 7.50476e+34 -0 1 
20.370370 6.30054e+34 34.7994 6.30054e+34 -0 1 
20.486111 5.28428e+34 34.723 5.28428e+34 -0 1 
20.601852 4.42754e+34 34.6462 4.42754e+34 -0 1 
20.717593 3.70601e+34 34.5689 3.70601e+34 -0 1 
20.833333 3.09898e+34 34.4912 3.09898e+34 -0 1 
20.949074 2.5888e+34 34.4131 2.5888e+34 -0 1 
21.064815 2.16046e+34 34.3345 2.16046e+34 -0 1 
21.180556 1.8012e+34 34.2556 1.8012e+34 -0 1 
21.296296 1.50018e+34 34.1761 1.50018e+34 -0 1 
21.412037 1.24823e+34 34.0963 1.24823e+34 -0 1 
21.527778 1.03756e+34 34.016 1.03756e+34 -0 1 
21.643519 8.61591e+33 33.9353 8.61591e+33 -0 1 
21.759259 7.14753e+33 33.8542 7.14753e+33 -0 1 
21.875000 5.9235e+33 33.7726 5.9235e+33 -0 1 
21.990741 4.90421e+33 33.6906 4.90421e+33 -0 1 
22.106481 4.05628e+33 33.6081 4.05628e+33 -0 1 
22.222222 3.35161e+33 33.5253 3.35161e+33 -0 1 
22.337963 2.76661e+33 33.4419 2.76661e+33 -0 1 
22.453704 2.28144e+33 33.3582 2.28144e+33 -0 1 
22.569444 1.87949e+33 33.274 1.87949e+33 -0 1 
22.685185 1.54681e+33 33.1894 1.54681e+33 -0 1 
22.800926 1.27175e+33 33.1044 1.27175e+33 -0 1 
22.916667 1.04457e+33 33.0189 1.04457e+33 -0 1 
23.032407 8.5711e+32 32.933 8.5711e+32 -0 1 
23.148148 7.02596e+32 32.8467 7.02596e+32 -0 1 
23.263889 5.75364e+32 32.7599 5.75364e+32 -0 1 
23.379630 4.70703e+32 32.6727 4.70703e+32 -0 1 
23.495370 3.84698e+32 32.5851 3.84698e+32 -0 1 
23.611111 3.14094e+32 32.4971 3.14094e+32 -0 1 
23.726852 2.56194e+32 32.4086 2.56194e+32 -0 1 
23.842593 2.08759e+32 32.3196 2.08759e+32 -0 1 
23.958333 1.69937e+32 32.2303 1.69937e+32 -0 1 
24.074074 1.38198e+32 32.1405 1.38198e+32 -0 1 
24.189815 1.12274e+32 32.0503 1.12274e+32 -0 1 
24.305556 9.11229e+31 31.9596 9.11229e+31 -0 1 
24.421296 7.38828e+31 31.8685 7.38828e+31 -0 1 
24.537037 5.98448e+31 31.777 5.98448e+31 -0 1 
24.652778 4.84259e+31 31.6851 4.84259e+31 -0 1 
24.768519 3.91468e+31 31.5927 3.91468e+31 -0 1 
24.884259 3.16143e+31 31.4999 3.16143e+31 -0 1 
25.000000 2.55057e+31 31.4066 2.55057e+31 -0 1 
25.115741 2.0557e+31 31.313 2.0557e+31 -0 1 
25.231481 1.6552e+31 31.2189 1.6552e+31 -0 1 
25.347222 1.3314e+31 31.1243 1.3314e+31 -0 1 
25.462963 1.06988e+31 31.0293 1.06988e+31 -0 1 
25.578704 8.58873e+30 30.9339 8.58873e+30 -0 1 
25.694444 6.88796e+30 30.8381 6.88796e+30 -0 1 
25.810185 5.51849e+30 30.7418 5.51849e+30 -0 1 
25.925926 4.4169e+30 30.6451 4.4169e+30 -0 1 
26.041667 3.5317e+30 30.548 3.5317e+30 -0 1 
26.157407 2.82109e+30 30.4504 2.82109e+30 -0 1 
26.273148 2.25122e+30 30.3524 2.25122e+30 -0 1 
26.388889 1.79468e+30 30.254 1.79468e+30 -0 1 
26.504630 1.4293e+30 30.1551 1.4293e+30 -0 1 
26.620370 1.13718e+30 30.0558 1.13718e+30 -0 1 
26.736111 9.03859e+29 29.9561 9.03859e+29 -0 1 
26.851852 7.17697e+29 29.8559 7.17697e+29 -0 1 
26.967593 5.6931e+29 29.7553 5.6931e+29 -0 1 
27.083333 4.51154e+29 29.6543 4.51154e+29 -0 1 
27.199074 3.57165e+29 29.5529 3.57165e+29 -0 1 
27.314815 2.82476e+29 29.451 2.82476e+29 -0 1 
27.430556 2.23183e+29 29.3487 2.23183e+29 -0 1 
27.546296 1.7616e+29 29.2459 1.7616e+29 -0 1 
27.662037 1.38907e+29 29.1427 1.38907e+29 -0 1 
27.777778 1.09422e+29 29.0391 1.09422e+29 -0 1 
27.893519 8.61108e+28 28.9351 8.61108e+28 -0 1 
28.009259 6.76981e+28 28.8306 6.76981e+28 -0 1 
28.125000 5.31696e+28 28.7257 5.31696e+28 -0 1 
28.240741 4.17174e+28 28.6203 4.17174e+28 -0 1 
28.356481 3.26994e+28 28.5145 3.26994e+28 -0 1 
28.472222 2.56053e+28 28.4083 2.56053e+28 -0 1 
28.587963 2.00304e+28 28.3017 2.00304e+28 -0 1 
28.703704 1.56536e+28 28.1946 1.56536e+28 -0 1 
28.819444 1.2221e+28 28.0871 1.2221e+28 -0 1 
28.935185 9.5317e+27 27.9792 9.5317e+27 -0 1 
29.050926 7.42677e+27 27.8708 7.42677e+27 -0 1 
29.166667 5.78092e+27 27.762 5.78092e+27 -0 1 
29.282407 4.49534e+27 27.6528 4.49534e+27 -0 1 
29.398148 3.49217e+27 27.5431 3.49217e+27 -0 1 
29.513889 2.71017e+27 27.433 2.71017e+27 -0 1 
29.629630 2.10119e+27 27.3225 2.10119e+27 -0 1 
29.745370 1.62743e+27 27.2115 1.62743e+27 -0 1 
29.861111 1.25923e+27 27.1001 1.25923e+27 -0 1 
29.976852 9.73373e+26 26.9883 9.73373e+26 -0 1 
30.092593 7.51657e+26 26.876 7.51657e+26 -0 1 
30.208333 5.79866e+26 26.7633 5.79866e+26 -0 1 
30.324074 4.46893e+26 26.6502 4.46893e+26 -0 1 
30.439815 3.4407e+26 26.5366 3.4407e+26 -0 1 
30.555556 2.64642e+26 26.4227 2.64642e+26 -0 1 
30.671296 2.03347e+26 26.3082 2.03347e+26 -0 1 
30.787037 1.56094e+26 26.1934 1.56094e+26 -0 1 
30.902778 1.19702e+26 26.0781 1.19702e+26 -0 1 
31.018519 9.17032e+25 25.9624 9.17032e+25 -0 1 
31.134259 7.01835e+25 25.8462 7.01835e+25 -0 1 
31.250000 5.36604e+25 25.7297 5.36604e+25 -0 1 
31.365741 4.09865e+25 25.6126 4.09865e+25 -0 1 
31.481481 3.12749e+25 25.4952 3.12749e+25 -0 1 
31.597222 2.38406e+25 25.3773 2.38406e+25 -0 1 
31.712963 1.81555e+25 25.259 1.81555e+25 -0 1 
31.828704 1.38123e+25 25.1403 1.38123e+25 -0 1 
31.944444 1.04976e+25 25.0211 1.04976e+25 -0 1 
32.060185 7.9705e+24 24.9015 7.9705e+24 -0 1 
32.175926 6.04571e+24 24.7814 6.04571e+24 -0 1 
32.291667 4.58118e+24 24.661 4.58118e+24 -0 1 
32.407407 3.46796e+24 24.5401 3.46796e+24 -0 1 
32.523148 2.62265e+24 24.4187 2.62265e+24 -0 1 
32.638889 1.9814e+24 24.297 1.9814e+24 -0 1 
32.754630 1.49546e+24 24.1748 1.49546e+24 -0 1 
32.870370 1.12757e+24 24.0521 1.12757e+24 -0 1 
32.986111 8.49335e+23 23.9291 8.49335e+23 -0 1 
33.101852 6.39121e+23 23.8056 6.39121e+23 -0 1 
33.217593 4.80458e+23 23.6817 4.80458e+23 -0 1 
33.333333 3.60824e+23 23.5573 3.60824e+23 -0 1 
33.449074 2.7071e+23 23.4325 2.7071e+23 -0 1 
33.564815 2.02899e+23 23.3073 2.02899e+23 -0 1 
33.680556 1.51923e+23 23.1816 1.51923e+23 -0 1 
33.796296 1.13641e+23 23.0555 1.13641e+23 -0 1 
33.912037 8.49209e+22 22.929 8.49209e+22 -0 1 
34.027778 6.3396e+22 22.8021 6.3396e+22 -0 1 
34.143519 4.728e+22 22.6747 4.728e+22 -0 1 
34.259259 3.52258e+22 22.5469 3.52258e+22 -0 1 
34.375000 2.62187e+22 22.4186 2.62187e+22 -0 1 
34.490741 1.94953e+22 22.2899 1.94953e+22 -0 1 
34.606481 1.44816e+22 22.1608 1.44816e+22 -0 1 
34.722222 1.07466e+22 22.0313 1.07466e+22 -0 1 
34.837963 7.96697e+21 21.9013 7.96697e+21 -0 1 
34.953704 5.90043e+21 21.7709 5.90043e+21 -0 1 
35.069444 4.36558e+21 21.64 4.36558e+21 -0 1 
35.185185 3.22676e+21 21.5088 3.22676e+21 -0 1 
35.300926 2.38265e+21 21.3771 2.38265e+21 -0 1 
35.416667 1.75761e+21 21.2449 1.75761e+21 -0 1 
35.532407 1.29525e+21 21.1124 1.29525e+21 -0 1 
35.648148 9.53563e+20 20.9793 9.53563e+20 -0 1 
35.763889 7.01317e+20 20.8459 7.01317e+20 -0 1 
35.879630 5.15285e+20 20.712 5.15285e+20 -0 1 
35.995370 3.78223e+20 20.5777 3.78223e+20 -0 1 
36.111111 2.77343e+20 20.443 2.77343e+20 -0 1 
36.226852 2.03167e+20 20.3079 2.03167e+20 -0 1 
36.342593 1.48682e+20 20.1723 1.48682e+20 -0 1 
36.458333 1.087e+20 20.0362 1.087e+20 -0 1 
36.574074 7.93908e+19 19.8998 7.93908e+19 -0 1 
36.689815 5.79266e+19 19.7629 5.79266e+19 -0 1 
36.805556 4.22235e+19 19.6256 4.22235e+19 -0 1 
36.921296 3.07467e+19 19.4878 3.07467e+19 -0 1 
37.037037 2.23671e+19 19.3496 2.23671e+19 -0 1 
37.152778 1.62551e+19 19.211 1.62551e+19 -0 1 
37.268519 1.18015e+19 19.0719 1.18015e+19 -0 1 
37.384259 8.55956e+18 18.9325 8.55956e+18 -0 1 
37.500000 6.20203e+18 18.7925 6.20203e+18 -0 1 
37.615741 4.48937e+18 18.6522 4.48937e+18 -0 1 
37.731481 3.24641e+18 18.5114 3.24641e+18 -0 1 
37.847222 2.34526e+18 18.3702 2.34526e+18 -0 1 
37.962963 1.69256e+18 18.2285 1.69256e+18 -0 1 
38.078704 1.2203e+18 18.0865 1.2203e+18 -0 1 
38.194444 8.78935e+17 17.944 8.78935e+17 -0 1 
38.310185 6.32433e+17 17.801 6.32433e+17 -0 1 
38.425926 4.54612e+17 17.6576 4.54612e+17 -0 1 
38.541667 3.26463e+17 17.5138 3.26463e+17 -0 1 
38.657407 2.34205e+17 17.3696 2.34205e+17 -0 1 
38.773148 1.67851e+17 17.2249 1.67851e+17 -0 1 
38.888889 1.20177e+17 17.0798 1.20177e+17 -0 1 
39.004630 8.59582e+16 16.9343 8.59582e+16 -0 1 
39.120370 6.14215e+16 16.7883 6.14215e+16 -0 1 
39.236111 4.38451e+16 16.6419 4.38451e+16 -0 1 
39.351852 3.12673e+16 16.4951 3.12673e+16 -0 1 
39.467593 2.22754e+16 16.3478 2.22754e+16 -0 1 
39.583333 1.58537e+16 16.2001 1.58537e+16 -0 1 
39.699074 1.1272e+16 16.052 1.1272e+16 -0 1 
39.814815 8.0065e+15 15.9034 8.0065e+15 -0 1 
39.930556 5.68134e+15 15.7545 5.68134e+15 -0 1 
40.046296 4.02742e+15 15.605 4.02742e+15 -0 1 
40.162037 2.85214e+15 15.4552 2.85214e+15 -0 1 
40.277778 2.01782e+15 15.3049 2.01782e+15 -0 1 
40.393519 1.42614e+15 15.1542 1.42614e+15 -0 1 
40.509259 1.00695e+15 15.003 1.00695e+15 -0 1 
40.625000 7.10269e+14 14.8514 7.10269e+14 -0 1 
40.740741 5.00502e+14 14.6994 5.00502e+14 -0 1 
40.856481 3.52336e+14 14.547 3.52336e+14 -0 1 
40.972222 2.47785e+14 14.3941 2.47785e+14 -0 1 
41.087963 1.74085e+14 14.2408 1.74085e+14 -0 1 
41.203704 1.22184e+14 14.087 1.22184e+14 -0 1 
41.319444 8.56719e+13 13.9328 8.56719e+13 -0 1 
41.435185 6.00106e+13 13.7782 6.00106e+13 -0 1 
41.550926 4.19939e+13 13.6232 4.19939e+13 -0 1 
41.666667 2.9357e+13 13.4677 2.9357e+13 -0 1 
41.782407 2.05024e+13 13.3118 2.05024e+13 -0 1 
41.898148 1.43043e+13 13.1555 1.43043e+13 -0 1 
42.013889 9.97002e+12 12.9987 9.97002e+12 -0 1 
42.129630 6.94214e+12 12.8415 6.94214e+12 -0 1 
42.245370 4.82901e+12 12.6839 4.82901e+12 -0 1 
42.361111 3.35576e+12 12.5258 3.35576e+12 -0 1 
42.476852 2.32966e+12 12.3673 2.32966e+12 -0 1 
42.592593 1.6157e+12 12.2084 1.6157e+12 -0 1 
42.708333 1.11943e+12 12.049 1.11943e+12 -0 1 
42.824074 7.7482e+11 11.8892 7.7482e+11 -0 1 
42.939815 5.35764e+11 11.729 5.35764e+11 -0 1 
43.055556 3.70095e+11 11.5683 3.70095e+11 -0 1 
43.171296 2.554e+11 11.4072 2.554e+11 -0 1 
43.287037 1.76075e+11 11.2457 1.76075e+11 -0 1 
43.402778 1.21266e+11 11.0837 1.21266e+11 -0 1 
43.518519 8.34356e+10 10.9214 8.34356e+10 -0 1 
43.634259 5.73497e+10 10.7585 5.73497e+10 -0 1 
43.750000 3.93802e+10 10.5953 3.93802e+10 -0 1 
43.865741 2.70143e+10 10.4316 2.70143e+10 -0 1 
43.981481 1.8513e+10 10.2675 1.8513e+10 -0 1 
44.097222 1.26744e+10 10.1029 1.26744e+10 -0 1 
44.212963 8.66852e+09 9.93794 8.66852e+09 -0 1 
44.328704 5.92286e+09 9.77253 5.92286e+09 -0 1 
44.444444 4.04283e+09 9.60669 4.04283e+09 -0 1 
44.560185 2.75682e+09 9.44041 2.75682e+09 -0 1 
44.675926 1.87801e+09 9.2737 1.87801e+09 -0 1 
44.791667 1.27807e+09 9.10656 1.27807e+09 -0 1 
44.907407 8.68922e+08 8.93898 8.68922e+08 -0 1 
45.023148 5.90166e+08 8.77097 5.90166e+08 -0 1 
45.138889 4.00439e+08 8.60254 4.00439e+08 -0 1 
45.254630 2.71435e+08 8.43367 2.71435e+08 -0 1 
45.370370 1.83807e+08 8.26436 1.83807e+08 -0 1 
45.486111 1.24345e+08 8.09463 1.24345e+08 -0 1 
45.601852 8.40349e+07 7.92446 8.40349e+07 -0 1 
45.717593 5.67362e+07 7.75386 5.67362e+07 -0 1 
45.833333 3.82674e+07 7.58283 3.82674e+07 -0 1 
45.949074 2.57849e+07 7.41137 2.57849e+07 -0 1 
46.064815 1.73568e+07 7.23947 1.73568e+07 -0 1 
46.180556 1.16719e+07 7.06714 1.16719e+07 -0 1 
46.296296 7.84118e+06 6.89438 7.84118e+06 -0 1 
46.412037 5.26247e+06 6.72119 5.26247e+06 -0 1 
46.527778 3.52829e+06 6.54756 3.52829e+06 -0 1 
46.643519 2.36324e+06 6.37351 2.36324e+06 -0 1 
46.759259 1.58132e+06 6.19902 1.58132e+06 -0 1 
46.875000 1.05706e+06 6.0241 1.05706e+06 -0 1 
46.990741 705904 5.84875 705904 -0 1 
47.106481 470935 5.67296 470935 -0 1 
47.222222 313865 5.49674 313865 -0 1 
47.337963 208975 5.32009 208975 -0 1 
47.453704 138999 5.14301 138999 -0 1 
47.569444 92363.2 4.9655 92363.2 -0 1 
47.685185 61313.1 4.78755 61313.1 -0 1 
47.800926 40660.7 4.60917 40660.7 -0 1 
47.916667 26938 4.43036 26938 -0 1 
48.032407 17828.8 4.25112 17828.8 -0 1 
48.148148 11788.2 4.07145 11788.2 -0 1 
48.263889 7786.49 3.89134 7786.49 -0 1 
48.379630 5138.1 3.7108 5138.1 -0 1 
48.495370 3387.13 3.52983 3387.13 -0 1 
48.611111 2230.64 3.34843 2230.64 -0 1 
48.726852 1467.55 3.16659 1467.55 -0 1 
48.842593 964.554 2.98433 964.554 -0 1 
48.958333 633.326 2.80163 633.326 -0 1 
49.074074 415.428 2.6185 415.428 -0 1 
49.189815 272.227 2.43493 272.227 -0 1 
49.305556 178.212 2.25094 178.212 -0 1 
49.421296 116.549 2.06651 116.549 -0 1 
49.537037 76.1461 1.88165 76.1461 -0 1 
49.652778 49.6999 1.69636 49.6999 -0 1 
49.768519 32.4064 1.51063 32.4064 -0 1 
49.884259 21.1093 1.32447 21.1093 -0 1 
50.000000 13.7368 1.13789 13.7368 -0 1 
50.115741 8.93027 0.950865 8.93027 -0 1 
50.231481 5.79978 0.763412 5.79978 -0 1 
50.347222 3.76293 0.575526 3.76293 -0 1 
