1387.45	0	0	0	0	0	0
1387.464202	0.019	0.0099	20.27	0.6133	0	0
1387.485036	0.021	0.0099	20.205	0.5706	0	0
1387.526702	0.016	0.0099	20.448	0.758	0	0
1387.547536	0.049	0.0099	19.259	0.2222	0	0
1387.589202	0.019	0.0099	20.269	0.613	0	0
1387.610036	0.025	0.0099	19.995	0.4565	0	0
1387.630869	0.034	0.0099	19.671	0.33	0	0
1387.651702	0.036	0.0099	19.583	0.303	0	0
1387.672536	0.041	0.0099	19.45	0.2665	0	0
1387.714202	0.039	0.0099	19.501	0.2798	0	0
1387.776702	0.052	0.0099	19.201	0.2105	0	0
1387.797535	0.039	0.0099	19.499	0.2794	0	0
1387.839202	0.023	0.0099	20.071	0.4941	0	0
1387.860035	0.073	0.0099	18.823	0.1478	0	0
1387.901702	0.033	0.0099	19.696	0.3385	0	0
1387.922535	0.02	0.0099	20.255	0.6045	0	0
1387.943369	0.046	0.0099	19.321	0.236	0	0
1387.964202	0.025	0.0099	19.999	0.4589	0	0
1387.985035	0.027	0.0099	19.898	0.4141	0	0
1388.005868	0.036	0.0099	19.609	0.3112	0	0
1388.026702	0.015	0.0099	20.515	0.8271	0	0
1388.047535	0.033	0.0099	19.699	0.3399	0	0
1388.068368	0.01	0.0099	20.94	1.9997	0	0
1388.089202	0.015	0.0099	20.582	0.9074	0	0
1388.110035	0.057	0.01	19.092	0.1903	0	0
1388.130868	0.014	0.0099	20.631	0.9752	0	0
1388.151701	0.075	0.01	18.803	0.1452	0	0
1388.172535	0.043	0.01	19.408	0.2565	0	0
1388.193368	0.07	0.01	18.875	0.1553	0	0
1388.214201	0.018	0.0099	20.378	0.6974	0	0
1388.235035	0.015	0.0099	20.572	0.8941	0	0
1388.255868	0.048	0.01	19.277	0.2266	0	0
1388.276701	0.024	0.0099	20.061	0.4904	0	0
1388.297534	0.053	0.01	19.179	0.2066	0	0
1388.318368	0.056	0.01	19.118	0.1952	0	0
1388.339201	0.064	0.01	18.98	0.1714	0	0
1388.360034	0.06	0.01	19.041	0.1816	0	0
