1326.7	0	0	0	0	0	0
1326.714365	0.048	0.0161	19.295	0.3821	0	99
1326.756033	0.05	0.016	19.234	0.3574	0	99
1326.818535	0.034	0.0161	19.657	0.555	0	99
1326.839369	0.061	0.0161	19.027	0.2931	0	99
1326.881036	0.038	0.0159	19.552	0.491	0	99
1326.90187	0.07	0.0158	18.873	0.2482	0	99
1326.985206	0.055	0.0153	19.138	0.3091	0	99
1327.026874	0.045	0.0152	19.347	0.3783	0	0
1327.047707	0.091	0.0152	18.591	0.1832	0	0
1327.068541	0.019	0.0152	20.272	1.1576	0	0
1327.089375	0.019	0.0153	20.308	1.242	0	0
1327.131043	0.051	0.0153	19.23	0.3396	0	0
1327.151877	0.016	0.0153	20.456	1.8728	0	0
1327.172711	0.048	0.0153	19.281	0.3558	0	0
1327.193545	0.056	0.0152	19.121	0.3027	0	0
1327.214378	0.079	0.0151	18.745	0.2105	0	0
1327.235212	0.022	0.015	20.152	0.9331	0	0
1327.256046	0.068	0.0149	18.912	0.2429	0	0
1327.27688	0.105	0.0147	18.438	0.1537	0	0
1327.297714	0.106	0.0147	18.429	0.1516	0	0
1327.318548	0.065	0.0146	18.952	0.2472	0	0
1327.339382	0.046	0.0146	19.33	0.3556	0	0
1327.360215	0.038	0.0145	19.542	0.4393	0	0
1327.381049	0.078	0.0145	18.755	0.204	0	0
1327.401883	0.036	0.0145	19.611	0.4714	0	0
1327.422717	0.097	0.0146	18.527	0.166	0	0
1327.443551	0.092	0.0147	18.575	0.1747	0	0
1327.464385	0.112	0.0148	18.365	0.1442	0	0
1327.485219	0.104	0.0148	18.442	0.1553	0	0
1327.506052	0.1	0.0149	18.488	0.1631	0	0
1327.526886	0.043	0.015	19.393	0.3902	0	0
1327.54772	0.068	0.0151	18.911	0.246	0	0
1327.568554	0.088	0.0152	18.627	0.1893	0	0
1327.589388	0.096	0.0153	18.53	0.1735	0	0
1327.610222	0.149	0.0153	18.056	0.1116	0	0
1327.631056	0.115	0.0152	18.34	0.1451	0	0
1327.651889	0.213	0.0152	17.668	0.0776	0	0
1327.672723	0.117	0.0152	18.319	0.1415	0	0
1327.693557	0.093	0.0151	18.563	0.1774	0	0
1327.714391	0.11	0.0151	18.383	0.1497	0	0
1327.735225	0.078	0.0151	18.76	0.2132	0	0
1327.756059	0.086	0.0151	18.656	0.1928	0	0
1327.776893	0.128	0.0151	18.225	0.1288	0	0
1327.797726	0.148	0.015	18.062	0.1105	0	0
1327.81856	0.106	0.015	18.429	0.155	0	0
1327.860228	0.134	0.0148	18.174	0.1211	0	0
1327.881062	0.144	0.0148	18.091	0.1116	0	0
1327.901896	0.153	0.0147	18.027	0.1045	0	0
1327.92273	0.165	0.0146	17.947	0.0963	0	0
1327.943563	0.162	0.0144	17.962	0.0968	0	0
1327.964397	0.132	0.0143	18.191	0.1189	0	0
1327.985231	0.167	0.0143	17.931	0.0928	0	0
1328.006065	0.209	0.0142	17.691	0.074	0	0
1328.026899	0.192	0.0142	17.779	0.0802	0	0
1328.047733	0.17	0.0142	17.916	0.0909	0	0
1328.068566	0.151	0.0142	18.043	0.1024	0	0
1328.0894	0.154	0.0142	18.017	0.1	0	0
