1871.67	0	0	0	0	0	0
1871.735122	0.052	0.0124	19.205	0.2647	0	0
1871.77679	0.023	0.0122	20.072	0.6353	0	0
1871.818457	0.02	0.0122	20.25	0.7815	0	0
1871.839291	0.016	0.0122	20.459	1.0479	0	0
1871.901791	0.046	0.0121	19.327	0.2908	0	0
1871.985126	0.029	0.012	19.846	0.486	0	0
1872.00596	0.031	0.012	19.771	0.4491	0	0
1872.026793	0.014	0.012	20.645	1.4669	0	0
1872.110128	0.026	0.012	19.964	0.5482	0	0
1872.172628	0.063	0.012	18.989	0.2084	0	0
1872.214296	0.043	0.012	19.404	0.3101	0	0
1872.235129	0.021	0.012	20.162	0.6844	0	0
1872.255963	0.022	0.012	20.136	0.6637	0	0
1872.276796	0.044	0.012	19.375	0.3012	0	0
1872.29763	0.013	0.012	20.709	1.7487	0	0
1872.318464	0.027	0.0119	19.905	0.5134	0	0
1872.339297	0.058	0.012	19.085	0.228	0	0
1872.360131	0.034	0.012	19.652	0.3952	0	0
1872.380964	0.038	0.0119	19.526	0.3487	0	0
1872.401798	0.037	0.012	19.562	0.3615	0	0
1872.422632	0.049	0.012	19.273	0.2726	0	0
1872.443465	0.026	0.0119	19.954	0.5405	0	0
1872.464299	0.03	0.0119	19.78	0.4503	0	0
1872.485132	0.061	0.0119	19.018	0.2138	0	0
1872.526799	0.059	0.0119	19.059	0.2223	0	0
1872.547633	0.038	0.0119	19.537	0.3523	0	0
1872.568467	0.013	0.0119	20.716	1.7865	0	0
1872.5893	0.019	0.0119	20.317	0.8285	0	0
1872.610134	0.091	0.012	18.592	0.1436	0	0
1872.630967	0.017	0.0119	20.443	0.9919	0	0
1872.651801	0.031	0.012	19.768	0.4449	0	0
1872.672635	0.037	0.0119	19.581	0.3678	0	0
1872.693468	0.063	0.0119	18.988	0.2079	0	0
1872.714302	0.028	0.0119	19.852	0.4847	0	0
1872.735135	0.053	0.0119	19.175	0.2481	0	0
1872.755969	0.052	0.0119	19.196	0.2532	0	0
1872.776802	0.061	0.0119	19.02	0.2143	0	0
1872.797636	0.018	0.0119	20.381	0.903	0	0
1872.81847	0.034	0.0119	19.667	0.4013	0	0
1872.839303	0.012	0.0119	20.783	2.7512	0	0
1872.860137	0.048	0.0119	19.295	0.2784	0	0
1872.88097	0.036	0.0119	19.603	0.3757	0	0
1872.901804	0.043	0.0119	19.414	0.3121	0	0
1872.922637	0.015	0.0119	20.515	1.1107	0	0
1872.943471	0.045	0.0119	19.353	0.2944	0	0
1872.964305	0.027	0.0119	19.928	0.5251	0	0
1872.985138	0.062	0.012	19.001	0.2105	0	0
1873.005972	0.072	0.0119	18.841	0.1811	0	0
1873.026805	0.074	0.0119	18.811	0.1759	0	0
1873.068472	0.072	0.0119	18.841	0.181	0	0
1873.089306	0.047	0.0119	19.32	0.2852	0	0
1873.11014	0.064	0.0119	18.981	0.2064	0	0
1873.130973	0.072	0.012	18.84	0.181	0	0
1873.151807	0.059	0.0119	19.055	0.2212	0	0
1873.17264	0.064	0.0119	18.967	0.2037	0	0
1873.193474	0.065	0.0119	18.957	0.2017	0	0
1873.214307	0.043	0.0119	19.394	0.3061	0	0
1873.235141	0.087	0.0119	18.635	0.1492	0	0
1873.255974	0.038	0.0119	19.543	0.3541	0	0
1873.276808	0.079	0.0119	18.742	0.1648	0	0
